foodmentum
diego-arene-morley
Arizona-Citizens-Defense-League
arizona-grassroots-action-pac
dick-armey
ward-armstrong
dave-aronberg
joe-arpaio
asamericanasapplepieorg
larry-ashley
reza-aslan
julian-assange
mark-assini
associated-industries-florida
gsu-alumni-association
texas-association-business
association-mature-american-citizens
texas-association-school-boards
rob-astorino
robert-astorino
athens-banner-herald
joe-atkins
atlanta-braves
atlanta-journal-constitution
atlanta-neighborhood-association
atlanta-police-foundation
atlanta-sports-council
gayle-atteberry
jeff-atwater
james-aubin
richard-august
loranne-ausley
bike-austin
city-austin
austinites-geographic-representation
austin-water-utility
texas-automobile-dealers-association
brad-avakian
david-axelrod
john-axford
ax-bev-tax
carla-axtman
jimmie-don-aycock
kelly-ayotte
paul-babeu
baby-got-pac
babylon-bee
dino-baccari
michele-bachmann
spencer-bachus
back-basics
bret-baier
scott-baio
charlie-baird
thurbert-baker
rick-baker
graham-balch
lisa-baldelli-hunt
tammy-baldwin
chuck-baldwin
don-balfour
Ballesteros
steve-bannon
trebor-banstetter
ban-the-box-ri
justin-barasky
robert-barber
rick-barber
william-barber
haley-barbour
peter-barca
john-barge
george-barker
jim-barksdale
lou-barletta
roy-barnes
sharon-barnes-sutton
bob-barr
john-barrasso
vincent-barrella
tom-barrett
jimmy-barrett
gonzalo-barrientos
john-barrow
maria-bartiromo
joe-barton
brent-barton
david-barton
dana-bash
basic-rights-oregon
karen-bass
charles-bass
bill-batchelder
raymond-bateman
alan-bates
battleground-texas
kurt-bauer
dennis-baxley
evan-bayh
angela-bean
jason-beardsley
bear-education-and-resource-group
joyce-beatty
heather-beaven
city-beaverton
xavier-becerra
glenn-beck
jennifer-beck
bob-beckel
dan-becker
david-beckham
paul-bedard
samantha-bee
paul-begala
mark-begich
joy-behar
marty-beil
peter-beinart
bill-belichick
james-bell
mark-belling
rebecca-bell-metereau
lizbeth-benacquisto
lauren-benedict
regina-benjamin
michael-bennet
robert-bennett
bob-bennett
mike-bennett
bill-bennett
james-bennett
holly-benson
ami-bera
phil-berger
ron-bergeron
charlotte-bergmann
andy-berke
john-berlau
mike-berlon
leo-berman
penny-bernard-schaber
joe-berrios
jack-berry
carlos-beruff
richard-besser
sally-bethea
charlie-bethel
paul-bettencourt
better-austin-today-political-action-committee
matt-bevin
janet-bewley
don-beyer
joe-biden
big-gamble-nj
bikeportlandorg
carl-bildt
gus-bilirakis
billboard
billhislamcom
bipartisan-report
jeremy-bird
brian-birdwell
joann-birrell
barney-bishop
sanford-bishop
daniel-biss
brett-bittner
ben-bius
gary-black
dick-black
diane-black
marsha-blackburn
blackinsurancenewscom
black-lives-matter
lisa-blais
brad-blakeman
rebecca-blank
don-blankenship
christopher-blazejewski
wolf-blitzer
kenneth-block
trey-blocker
blog-posting
lisa-bloom
michael-bloomberg
bloomberg-bloombergcom
kevin-bloye
bluedot-daily
blue-oregon
rod-blum
earl-blumenauer
richard-blumenthal
roy-blunt
austin-board-realtors-pac
bob
john-boccieri
mike-bodker
john-boehner
ellyn-bogdanoff
jack-bogdanski
dwayne-bohac
jim-bohl
david-boies
kitty-boitnott
eric-bolling
chris-bollwage
usain-bolt
john-bolton
valinda-bolton
suzanne-bonamici
julian-bond
michael-julian-bond
pam-bondi
barry-bone
bono
ron-book
cory-booker
bookerfail
pat-boone
lisa-boothe
john-boozman
dan-boren
bornalivetruth-org
andy-borowitz
tom-bossert
keisha-lance-bottoms
rick-boucher
jonathan-boucher
charles-boustany
rob-bovett
david-bowen
chris-bowers
barbara-boxer
kevin-boyce
allen-boyd
elaine-boyer
brendan-boyle
barth-bracy
randolph-bracy
bill-bradbury
rebecca-bradley
john-bradley
kevin-brady
eileen-brady
bill-brady
brady-campaign-prevent-gun-violence
bruce-braley
jon-bramnick
dan-branch
russell-brand
jeff-brandes
dave-brat
donna-brazile
breakingnews247net
brittany-brees
drew-brees
breitbart
ian-bremmer
jan-brewer
parker-briden
jim-bridenstine
jeff-bridges
jon-brien
anthony-brindisi
morgan-brittany
mark-brodeur
jason-brodeur
frank-brogan
city-brookhaven
david-brooks
jace-brooks
tyrone-brooks
cornell-william-brooks
jonathan-brostoff
paul-broun
broward-county-medical-association
broward-county-police-benevolent-association
broward-democratic-executive-committee
broward-republican-executive-committee
thomas-brown
andy-brown
jeffrey-brown
robert-brown
scott-brown
steven-brown
kate-brown
john-brown
steve-brown
sherrod-brown
joe-brown
jordan-brown
jerry-brown
byron-brown
corrine-brown
james-brown
sam-brownback
carol-browner
kurt-browning
ronald-brownstein
ginny-brown-waite
scott-bruun
randy-bryce
mika-brzezinski
anthony-bucco
james-buchal
pat-buchanan
vern-buchanan
ken-buck
bob-buckhorn
dawn-buckingham
allen-buckley
gail-buckner
steve-buckstein
ted-budd
armond-budish
knute-buehler
ann-marie-buerkle
warren-buffett
building-better-ohio
bumper-sticker
barbara-buono
ginny-burdick
us-census-bureau
burger-king
michael-burgess
josh-burgin
stu-burguiere
mary-burke
lon-burnam
tim-burns
nicholas-burns
burnt-orange-report
richard-burr
phil-burress
bill-burton
john-burton
john-burzichelli
george-p-bush
jeb-bush
george-w-bush
john-buss
jerome-buting
mark-butler
marc-butler
viral-buzzfeed
buzzfeed
buzzfeedusacom
casey-cagle
kevin-cahill
herman-cain
matt-caldwell
californians-lower-drug-prices
john-calipari
kevin-cameron
lee-camp
no-56-campaign
no-60-campaign-against-condom-requirement-adult-fi
campaign-americas-future
campaign-liberty
georgia-campaign-liberty
campaign-primary-accountability
campaign-money-watch
yes-62-death-penalty-repeal
campaign-defend-america
donna-campbell
stacey-campfield
rachel-campos-duffy
dean-cannon
steve-cannon
michael-cannon
ben-cannon
david-canon
tim-canova
francisco-quico-canseco
eric-cantor
tony-capezza
shelley-moore-capito
lois-capps
james-capretta
frank-caprio
michael-caputo
donald-carcieri
al-cardenas
ben-cardin
matthew-charles-cardinale
maria-cardona
cargillmug
barbara-cargill
john-carlevale
gretchen-carlson
margaret-carlson
tucker-carlson
pat-carlson
russ-carnahan
jay-carney
amanda-carpenter
chris-carpenter
james-carr
jim-carrey
jennifer-carroll
morgan-carroll
andre-carson
ben-carson
meria-carstarphen
buddy-carter
jason-carter
stefani-carter
jimmy-carter
john-carter
liz-carter
stephen-carter
alberto-carvalho
james-carville
caroline-casagrande
jean-casarez
cascade-policy-institute
steve-case
bob-casey
kriner-cash
bill-cassidy
kelly-cassidy
alex-castellanos
kathy-castor
ron-castorina-jr
julian-castro
raul-castro
joaquin-castro
cato-institute
david-caton
cat-pac
causa-oregon
chad-causey
neil-cavuto
james-cenerini
center-american-progress-action-fund
center-individual-freedom
central-falls-police-department
mike-cernovich
michael-cerullo
steve-chabot
samir-chachoua
lincoln-chafee
jason-chaffetz
chain-email
gordon-challstrom
jill-chambers
saxby-chambliss
ronnie-chance
change-austinorg
channel24newscom
university-north-carolina
jeff-chapman
john-charles
jay-chaudhuri
dominic-chavez
linda-chavez-thompson
brahma-chellaney
hagar-chemali
liz-cheney
dick-cheney
john-chiang
gen-peter-chiarelli
childrens-healthcare-atlanta
bud-chiles
michael-chippendale
kari-chisholm
john-chisholm
warren-chisum
gary-chiusano
joseph-chiusolo
upendra-chivukula
chris-chocola
robert-chody
choose-new-jersey
wayne-christian
christian-broadcasting-network
christians-michele-bachmann
chris-christie
ron-christie
steven-chu
judy-chu
vincent-buddy-cianci
david-cicilline
jackie-cilley
nick-ciparro
henry-cisneros
citizen-action-wisconsin
citizens-progressive-wisconsin
citizens-strong-america
citizens-fairness
citizens-lower-taxes-and-stronger-economy
citizens-republic
citizens-transportation-mobility
citizens-protect-transportation-funding
citizens-protect-transportation-funding
citizens-protect-transportation-funding
citizens-united-political-victory-fund
city-atlanta
clackamas-county-commission
clackamas-county-democrats
chris-clark
fred-clark
charles-clark
wesley-clark
richard-clarke
david-clarke-jr
amy-clark-meachum
dave-claunch
william-lacy-clay
mark-clayton
clayton-county-government
clayton-county-schools
cleantv
cleantv
clean-water-portland
emanuel-cleaver
bill-clegg
state-rep-brian-clem-d-salem
jeff-clemens
nextgen-climate
bill-clinton
chelsea-clinton
hillary-clinton
katherine-cloonen
george-clooney
club-growth
james-clyburn
kathleen-clyde
cnn
cnnews3com
cnsnews
coalition-fair-budget-priorities
coalition-public-schools
coalition-bring-jobs-ri
coalition-stop-gun-violence
dan-coats
victoria-cobb
gary-cobb
tom-coburn
thad-cochran
richard-codey
mike-coffman
mike-coffman
jeff-cogen
milele-coggs
elizabeth-coggs
elizabeth-cohen
michael-cohen
steve-cohen
lesley-cohen
stephen-colbert
elizabeth-colbert-busch
bob-cole
sheryl-cole
susan-cole
tom-cole
garnet-coleman
tom-colicchio
college-presidents
mike-collier
loren-collins
abel-collins
mike-collins
gail-collins
doug-collins
chris-collins
susan-collins
jacqueline-collins
colorado-citizens-accountable-government
colorado-citizens-accountable-government
colorado-democratic-party
colorado-health-institute
colorados-voice
color-change
courtney-combs
susan-combs
committee-florida-education
committee-our-childrens-future
committee-protect-florida
common-cause
common-sense-kids-action
common-sense-now
commonsense-ten
competitive-enterprise-institute
barbara-comstock
herb-conaway
concernedcitizen4u
concerned-taxpayers-america
concerned-veterans-america
concerned-women-america
jason-conger
colleen-conley
kathleen-connell
jack-conners
gerry-connolly
kent-conrad
jody-conradt
conservative-daily-post
conservative-renewal-pac
connservative-republicans-texas-pac
conservatives-patients-rights
conservative-solutions-pac
conservative-tribune
conservative-voters-texas-pac
constitutional-rights-pac
consumers-smart-solar
jack-conway
butch-conway
kellyanne-conway
john-conyers
tim-cook
matthew-cooke
edward-cooney
chris-coons
charles-cooper
roy-cooper
jim-cooper
sarah-copelin-wood
tom-corbett
richard-corcoran
james-corden
richard-cordray
marie-corfield
bob-corker
david-corn
corn-commentary
rob-cornilles
john-cornyn
jerome-corsi
john-cortes
steve-cortes
bob-cortes
catherine-cortez-masto
jon-corzine
doreen-costa
steven-costantino
gregory-j-costantino
david-cote
tom-cotton
kevin-coughlin
ann-coulter
council-national-interest
oklahoma-council-public-affairs
county-line
countynewsroominfo
courageous-conservatives-pac
peter-courtney
ertharin-cousin
cover-oregon
sid-covington
robert-cowles
tim-cowlishaw
edward-cox
kirk-cox
chris-cox
clay-cox
john-cox
cq-press-city-crime-rankings-2010-2011
tom-craddick
andy-craig
jan-crawford
creative-advocacy-network
credo-action
crime-victims-united-oregon
steve-crisafulli
charlie-crist
critics-water-fluoridation
mark-critz
thomas-croci
crossroads-gps
michael-m-crow
derrick-crowe
joseph-crowley
james-crowley
candy-crowley
myra-crownover
melanie-crozier
benjamin-crump
mike-crute
rafael-cruz
ted-cruz
janet-cruz
joseph-cryan
csc-mediagroupusa
mark-cuban
ken-cuccinelli
henry-cuellar
culinary-workers-union
david-cullen
elijah-cummings
chris-cummiskey
sandra-cunningham
chris-cuomo
andrew-cuomo
lisa-cupid
se-cupp
carlos-curbelo
kiki-curls
leslie-curran
john-currie
lenny-curry
linda-curtis
tim-curtis
michael-cutler
stephanie-cutter
arthur-cyr
clay-dafoe
naha-daily
daily-caller
daily-kos
dailynewsforamericanscom
rebecca-dallet
matt-damon
dane-county-republican-party
mitch-daniels
mark-daniels
marjorie-dannenfelser
chris-danou
alberta-darling
emma-darnell
tom-daschle
roberto-dasilva
gerald-daugherty
david-perdue-files
pam-davidson
artur-davis
wendy-davis
hillary-davis
ron-davis
joe-davis-sr
sharon-day
mark-dayton
dbanj
dccc-lgo
steve-deace
colleen-deacon
deadspin
nathan-deal
howard-dean
wayne-deangelo
bill-de-blasio
bettylou-decroce
deepwater-wind
brian-deese
peter-defazio
joe-defelice
defenders-wildlife-action-fund-defenders-wildlife-
defending-main-street
childrens-defense-fund-texas
defense-usa
defense-usasite
woody-degan
diana-degette
kai-degner
aaron-degroot
dekalb-county
efrain-de-la-fuente
rosa-delauro
tom-delay
kevin-de-leon
samuel-demaio
val-demings
jim-demint
democracy-america
democratic-congressional-campaign-committee
democratic-congressional-campaign-committee-logo
democratic-congressional-leadership
democratic-governors-association
democratic-hispanic-caucus-florida-miami-dade-coun
democraticmomscom
democratic-national-committee
nevada-state-democratic-party
democratic-party-georgia-georgia
democratic-party-oregon
democratic-party-virginia
state-democratic-party-wisconsin
democratic-senatorial-campaign-committee
winning-democrats
senate-democrats
democrats-rising
michael-denbrow
jeff-denham
diane-denish
elizabeth-dennigan
john-dennis
nancy-devaney
nancy-ann-deparle
billboard-spaghetti-junction
john-depetro
lynn-derbyshire
ron-dermer
mike-derrick
alan-dershowitz
ron-desantis
joseph-joe-deshotel
stephanie-desilva
scott-desjarlais
ken-detzner
robert-deuell
ted-deutch
donny-deutsch
chris-devaney
william-devereaux
richard-devlin
suzanne-devlin
betsy-devos
david-dewhurst
mike-dewine
kevin-dewine
jeff-dewit
mario-diaz-balart
jose-diaz-balart
miguel-diaz-de-la-portilla
jeff-dickerson
sheri-dillon
marina-dimitrijevic
robert-dimuccio
jackie-dingfelder
direct-action-rights-equality
distilled-spirits-council-united-states
usf-divest
lou-dobbs
james-dobson
paula-dockery
doctors-healthy-georgia
chris-dodd
steve-doell
lloyd-doggett
michael-doherty
brendan-doherty
timothy-dolan
robert-dold
bob-dold
creflo-dollar
joe-donald
joe-donnelly
chuck-donovan
bob-donovan
shaun-donovan
dont-let-florida-go-pot
steve-doocy
debbie-dooley
david-dooley
doonesbury
chris-dorworth
paul-doughty
paul-doughty
diane-douglas
ross-douthat
mike-dovilla
matthew-dowd
maureen-dowd
ryan-downton
patti-doyle
ed-doyle
jim-doyle
dream-defenders
mark-drewniak
john-driscoll
protect-oregon-driver-licenses
drudge-report
drug-free-america
drug-policy-alliance
dinesh-dsouza
doug-ducey
tammy-duckworth
mike-dudgeon
chris-dudley
duffel-blog
bob-duffy
sean-duffy
dawnna-dukes
john-duncan
arne-duncan
jeff-duncan
richard-durbin
james-durkan
jim-durrett
jana-duty
barry-duval
andy-duyck
michael-eric-dyson
ainsley-earhardt
ronnie-earle
josh-earnest
dale-earnhardt-jr
brian-d-earp
delaine-eastin
donald-eastman
clint-eastwood
john-eaves
tim-echols
sarah-eckhardt
eco-news
econorthwest-economics-finance-planning
michael-edmondson
education-action-group
russell-edwards
bill-edwards
john-edwards
donna-edwards
john-bel-edwards
john-g-edwards
katie-edwards
chet-edwards
laurence-ehrhardt
jessica-ehrlich
john-eichelberger
eric-eikenberg
norm-eisen
eric-eisnaugle
rob-eissler
larry-elder
bruce-elfant
einer-elhauge
john-elkhay
elle
ryan-eller
burrell-ellis
michael-ellis
rodney-ellis
keith-ellison
renee-ellmers
brad-ellsworth
monk-elmer
jorge-elorza
tariq-el-shabazz
rahm-emanuel
ezekiel-emanuel
emergency-committee-israel
steven-emerson
emilys-list
mark-emmert
empiresportsco
empowered-georgia
empower-texans
end-citizens-united
ending-spending-action-fund
energycitizensorg
juda-engelmayer
david-englin
charley-english
enough-already-wisconsin-inc
enterprise-florida
environmental-justice-league-ri-environmental-just
environment-new-jersey
mike-enzi
erick-erickson
joni-ernst
jon-erpenbach
veronica-escobar
espn
esquire-magazine
sal-esquivel
alan-essig
stacey-evans
lc-buster-evans
evening-world
tony-evers
everytown-gun-safety
us-dairy-export-council
keith-faber
tony-fabrizio
facebook-posts
fact-check-florida
shemia-fagan
frank-fahrenkopf
fair-districts-florida
jack-falanagan
roger-falk
kathleen-falk
brian-fallon
ed-fallone
jerry-falwell
family-forward-oregon
shenggen-fan
dan-fanelli
tom-fanning
blake-farenthold
patricia-farley
state-farm-insurance
southwest-farm-press
duriya-farooqui
ronan-farrow
paul-farrow
mike-fasano
john-faso
marshall-faulk
john-faulk
harris-faulkner
federal-transit-administration
federation-american-immigration-reform
teresa-fedor
eric-fehrnstrom
peter-feigin
evan-feinberg
russ-feingold
dianne-feinstein
jose-felix-diaz
feministing
lorraine-fende
ben-ferguson
drew-ferguson
rose-ferlita
joseph-fernandez
maurice-ferre
ted-ferrioli
richard-ferruccio
john-fetterman
joshua-feuerstein
fidelis
fight-future
mallard-fillmore
tim-finchem
stephen-fincher
howard-fineman
linda-finn
ej-finocchio
heather-fiorentino
carly-fiorina
bill-fischer
bryan-fischer
jenna-fischer
huey-rey-fischer
nick-fish
lee-fisher
jeff-fitzgerald
scott-fitzgerald
ed-fitzgerald
hugh-fitzsimons
fix-austin-schools
jeff-flake
robert-flanders
jimmy-flannigan
flash-24-daily
chuck-fleischmann
john-fleming
charlie-flemming
george-flinn
anitere-flores
lucy-flores
bill-flores
seamless-florida
florida-badass-teachers-association
florida-chamber-commerce
florida-conference-catholic-bishops
florida-conservation-alliance
florida-consumer-action-network
florida-democratic-legislative-campaign-committee
florida-democratic-party
florida-department-corrections-worker
florida-education-association
florida-first-initiative
florida-first-project
florida-all
florida-hometown-democracy
florida-immigrant-coalition
florida-news-flash
florida-police-benevolent-association
florida-stop-common-core-coalition
florida-students-concealed-carry
florida-supreme-court
florida-voter
florida-wildlife-federation
floridians-ethics-and-truth-politics
floridians-solar-choice
james-florio
dan-flynn
michael-flynn
matt-flynn
edward-flynn
kevin-flynn
focus-family-action
elizabeth-foley
mike-foley
curtis-foltz
world-food-program
watch-food-water
america
progress-austin-pac
randy-forbes
steve-forbes
forbes-blog
mike-ford
kathleen-ford
centers-disease-control
harold-ford-jr
forecast-facts
dan-forest
independent-voice-illinois-pac
rana-foroohar
our-daughters-ri
centre-research-globalization
arizonans-responsible-drug-policy
erin-forrest
vincent-fort
mike-fortner
majority-forward
travis-forward
arian-foster
bill-foster
public-interest-legal-foundation
foundation-secure-and-prosperous-america
foundation-floridas-future
ron-fournier
josh-fox
fox-news-channel
virginia-foxx
jim-francesconi
charles-francis
don-francis
raymond-frank
barney-frank
lois-frankel
al-franken
shirley-franklin
richard-franklin-iii
trent-franks
troy-fraser
ryan-frazier
john-fredericks
janet-freedman
freedom-and-responsibility-pac
freedomcrossroadsus
freedom-daily
freedom-defense-advocates
freedom-religion-foundation
freedomjunkshuncom
freedom-pac
freedom-partners
freedom-partners-action-fund
free-market-florida
ellen-freidin
rodney-frelinghuysen
freshmedianewscom
fresh-start-pa
steven-frias
kinky-friedman
friends-clearwater-pac
friends-democracy
friends-greenlight
friends-india-point-park
friends-miami-first
friends-plum-beach-lighthouse
friends-voter-owned-elections
amanda-fritz
martin-frost
david-frum
marcia-fudge
grover-fugate
russ-fulcher
fulton-county-government
austin-fund-quality-healthcare
allan-fung
funny-or-die
david-furhman
future45
future-pac-oregon-house-democrats
don-gaetz
matt-gaetz
eva-galambos
mike-gallagher
pete-gallego
mario-gallegos
raymond-gallison
patrick-gallivan
sheri-gallo
tom-ganley
kathie-gannon
john-garamendi
rene-garcia
sylvia-garcia
joe-garcia
luis-garcia
adrian-garcia
marilinda-garcia
michael-j-gardiner
andy-gardiner
cory-gardner
merrick-garland
joan-garner
barry-garner
donna-garner
herb-garrett
scott-garrett
major-garrett
thomas-garrett-jr
ed-garvey
delia-garza
robert-gates
bill-gates
gateway-pundit
ted-gatsas
larry-gause
jennette-gayer
greenville-gazette
dan-gecker
e-gordon-gee
mark-geist
timothy-geithner
dan-gelber
pamela-geller
anthony-gemma
generation-forward-pac
generation-opportunity
gary-george
georgia-association-homes-and-services-children
georgia-association-latino-elected-officials
georgiacarryorg-georgiacarryorg
georgia-democrats
georgia-department-economic-development
georgia-department-public-health
georgia-department-transportation
georgia-family-council
georgia-farm-bureau
georgia-green-party
georgia-gun-owners
georgia-house-democratic-caucus-behalf-elena-paren
georgia-lottery
georgians-bernie-sanders-president
georgia-politicians
georgia-restaurant-association-georgia
georgia-state-road-and-tollway-authority
georgia-state-senators
georgia-voice
ron-gerberry
charlie-geren
get-equal-texas
marie-ghazal
teresa-ghilarducci
alexi-giannoulias
joe-gibbons
robert-gibbs
bob-gibbs
hogan-gidley
gabrielle-giffords
christine-gilbert
hank-gilbert
nia-gill
david-gill
nick-gillespie
ed-gillespie
kirsten-gillibrand
andrew-gillum
jim-gilmore
carlos-gimenez
phil-gingrey
callista-gingrich
gingrich-2
newt-gingrich
ruth-bader-ginsburg
russ-girling
deborah-gist
rudy-giuliani
kathie-glass
rob-gleason
glee
darryl-glenn
deborah-glick
helen-glover
louie-gohmert
whoopi-goldberg
jonah-goldberg
martin-golden
steven-goldstein
rich-golick
margaret-gomez
larry-gonzales
javier-m-gonzales
jason-gonzales
charlie-gonzalez
jerry-gonzalez
mary-gonzalez
roger-goodell
bob-goodlatte
anne-goodman
doris-kearns-goodwin
austan-goolsbee
vin-gopal
nancy-gordeuk
robert-gordon
al-gore
steve-goreham
helen-goreham
nicholas-gorham
sebastian-gorka
terry-gorman
neil-gorsuch
neil-gorsuch
celine-gounder
government-not-god-pac
trey-gowdy
jay-goyal
evan-goyke
daniel-grace
nancy-grace
tom-grady
franklin-graham
gwen-graham
bob-graham
Jack_Graham
lindsey-graham
jeff-graham
lz-granderson
jennifer-granholm
chris-grant
betty-jean-grant
rose-mary-grant
chuck-grassley
mike-gravel
tom-graves
h-ford-gravitt
eric-gray
alan-grayson
great-america-alliance
great-america-pac
greater-wisconsin-political-fund
dick-greco
rick-green
gene-green
jeff-greene
jeff-greenfield
daniel-greenfield
lou-greenwald
glenn-greenwald
jim-greer
judd-gregg
chris-gregoire
david-gregory
wilton-gregory
eric-greitens
tim-grendell
dolores-gresham
tim-griffin
morgan-griffith
denise-grimsley
police-chief-billy-grogan
andy-gronik
cheryl-grossman
glenn-grothman
heidi-group
jeffrey-grybowski
kim-guadagno
Coast-Guard
georgia-craft-brewers-guild
kimberly-guilfoyle
carlos-guillermo-smith
frank-guinta
bryant-gumbel
gun-free-ut-gun-free-ut
gun-owners-america
reed-gusciora
greg-gutfeld
alfredo-gutierrez
luis-gutierrez
H204TEXAS-PAC
jason-haas
lori-haas
habitat-humanity-broward
bob-hackworth
ken-hagan
kay-hagan
robert-hagan
chuck-hagel
janice-hahn
charlie-hales
nikki-haley
halfwaypostcom
beverly-hall
tammy-hall
ralph-hall
wallace-hall
ben-hall
duane-hall
david-hallock
debbie-halvorson
gail-hambrick
john-hambrick
lisa-hamler-fugitt
marion-hammer
bill-hammond
amy-hanauer
catherine-hanaway
karen-handel
amy-handlin
chris-hani-baragwanath-hospital
david-hankerson
jack-hanna
bruce-hanna
sean-hannity
dave-hansen
susan-happ
rick-hardcastle
mike-haridopolos
tom-harkin
jane-harman
baker-harrell
karen-harrington
mark-harris
jonathan-harris
kamala-harris
daniel-harrop
sheila-harsdorf
thom-hartmann
vicky-hartzler
beth-harwell
mike-hashimoto
bill-haslam
adam-hasner
mark-hass
maggie-hassan
elisabeth-hasselbeck
scott-hassett
dennis-hastert
alcee-hastings
orrin-hatch
anne-hathaway
liz-hausmann
josh-hawley
michael-hayden
ron-hayduk
stephen-hayes
chris-hayes
robin-hayes
alan-hays
jd-hayworth
robert-healey
health-care-america-now
health-first-wisconsin
healthy-kids-healthy-portland
john-heard
carl-heastie
corey-hebert
joe-heck
talmadge-heflin
glenn-hegar
dan-hegeman
pete-hegseth
heidi-heilman
heineken
martin-heinrich
bill-heller
joseph-henchman
nia-malika-henderson
joshua-henne
robert-henneke
jeb-hensarling
steve-henson
scott-henson
heritage-foundation
sally-hernandez
jeffrey-hernandez
juan-hernandez
mark-herring
will-herring
hugh-hewitt
justin-hewlett
jody-hice
darryl-hicks
brian-higgins
jim-hightower
marc-lamont-hill
judson-hill
matthew-hill
hillsborough-area-rapid-transit-hart
barry-hinckley
brook-hines
mark-hinkle
gilberto-hinojosa
juan-chuy-hinojosa
ruben-hinojosa
gina-hinojosa
gordon-hintz
paul-hipp
paul-hirschbiel
lauren-hitt
scott-hochberg
kathy-hochul
glenna-hodge
ken-hodges
dawson-hodgson
pete-koekstra
ilyse-hogue
eric-holcomb
tamara-holder
doug-holder
eric-holder
george-holding
john-holdren
lee-holloway
david-holmes
eleanor-holmes-norton
jim-holperin
rush-holt
dwight-holton
lowell-holtz
douglas-holtz-eakin
mike-honda
ron-hood
margaret-hoover
randy-hopper
jennifer-horn
carl-hosticka
jay-hottinger
edd-houck
harry-houck
arizona-house-democrats
house-majority-pac
house-natural-resources-committee-republicans
house-republicans
national-house-republicans
ora-houston
sam-houston
houstonchronicle-tvcom
eric-hovde
donna-howard
lynette-howard
paul-howard
lynn-howe
william-howell
janet-howell
steny-hoyer
karen-huber
william-benson-huber
mike-huckabee
sarah-huckabee-sanders
hank-huckaby
hud
ralph-hudgens
ann-hudspeth
mike-huebsch
don-huffines
arianna-huffington
jim-huffman
bryan-hughes
tom-hughes
brett-hulsey
brit-hume
john-humphries
carol-hunstein
dave-hunt
al-hunt
duncan-hunter
duncan-hunter-2
tommy-hunter
todd-hunter
jon-huntsman
john-huppenthal
will-hurd
julia-hurley
diane-hurley
robert-hurt
jon-husted
markel-hutchins
kay-bailey-hutchison
john-hutson
mike-hymes
arsalan-iftikhar
david-ignatius
seiu-healthcare-illinois-indiana
none-immigration-policy-center
impact-america
deirdre-imus
austin-independent-school-district
independent-texans
addicting-information
infowars
laura-ingraham
james-inhofe
safety-all-initiative
dustin-inman-society
instagram-posts
illinois-family-institute
heartland-institute
illinois-policy-institute
urban-intellectuals
occupational-knowledge-international
internet-commenters
ibdeditorialscom
iowans-some-semblance-christian-decency
shaun-ireland
jason-isaac
johnny-isakson
steve-israel
celia-israel
darrell-issa
its-still-bad-idea
job-itkzkowitz
jeanne-ives
abdul-jabbar
debbie-jackow
bill-jackson
jesse-jackson
ew-jackson
